Tag,client_id,msg_size,repetitions,worker_count,Throughput_in_MiB/second,bytes_received,delta_us,lib,protocoll
G,7,8,8192,nanomsg-16,0.357,11004,29420,nanomsg,tcp
G,1,8,8192,nanomsg-16,0.365,11006,28738,nanomsg,tcp
G,9,8,8192,nanomsg-16,0.369,11007,28469,nanomsg,tcp
G,8,8,8192,nanomsg-16,0.347,11033,30291,nanomsg,tcp
G,3,16,8192,nanomsg-16,0.352,12285,33261,nanomsg,tcp
G,7,16,8192,nanomsg-16,0.364,12285,32184,nanomsg,tcp
G,3,16,8192,nanomsg-16,0.382,12285,30662,nanomsg,tcp
G,15,16,8192,nanomsg-16,0.386,12285,30345,nanomsg,tcp
G,7,16,8192,nanomsg-16,0.391,12285,29947,nanomsg,tcp
G,5,16,8192,nanomsg-16,0.407,12285,28771,nanomsg,tcp
G,3,16,8192,nanomsg-16,0.396,12285,29583,nanomsg,tcp
G,11,16,8192,nanomsg-16,0.412,12285,28404,nanomsg,tcp
G,2,16,8192,nanomsg-16,0.413,12285,28365,nanomsg,tcp
G,7,16,8192,nanomsg-16,0.394,12669,30650,nanomsg,tcp
G,12,32,8192,nanomsg-16,0.717,25389,33791,nanomsg,tcp
G,15,32,8192,nanomsg-16,0.745,25389,32488,nanomsg,tcp
G,14,32,8192,nanomsg-16,0.772,25389,31373,nanomsg,tcp
G,16,32,8192,nanomsg-16,0.773,25389,31315,nanomsg,tcp
G,16,32,8192,nanomsg-16,0.789,25389,30692,nanomsg,tcp
G,5,32,8192,nanomsg-16,0.797,25389,30365,nanomsg,tcp
G,1,32,8192,nanomsg-16,0.791,25389,30608,nanomsg,tcp
G,16,32,8192,nanomsg-16,0.820,25389,29535,nanomsg,tcp
G,9,32,8192,nanomsg-16,0.779,25389,31078,nanomsg,tcp
G,1,32,8192,nanomsg-16,0.859,26413,29314,nanomsg,tcp
G,11,64,8192,nanomsg-16,1.459,51597,33735,nanomsg,tcp
G,8,64,8192,nanomsg-16,1.610,51597,30557,nanomsg,tcp
G,16,64,8192,nanomsg-16,1.625,51597,30289,nanomsg,tcp
G,2,64,8192,nanomsg-16,1.670,51597,29473,nanomsg,tcp
G,5,64,8192,nanomsg-16,1.773,51597,27757,nanomsg,tcp
G,7,64,8192,nanomsg-16,1.920,51597,25630,nanomsg,tcp
G,8,64,8192,nanomsg-16,1.847,51597,26641,nanomsg,tcp
G,3,64,8192,nanomsg-16,1.944,51597,25313,nanomsg,tcp
G,9,64,8192,nanomsg-16,2.004,51597,24557,nanomsg,tcp
G,9,64,8192,nanomsg-16,2.096,54157,24638,nanomsg,tcp
G,10,128,8192,nanomsg-16,3.777,104013,26264,nanomsg,tcp
G,8,128,8192,nanomsg-16,4.002,104013,24788,nanomsg,tcp
G,2,128,8192,nanomsg-16,4.181,104013,23726,nanomsg,tcp
G,2,128,8192,nanomsg-16,4.314,104013,22992,nanomsg,tcp
G,5,128,8192,nanomsg-16,4.385,104013,22623,nanomsg,tcp
G,8,128,8192,nanomsg-16,4.655,104013,21309,nanomsg,tcp
G,10,128,8192,nanomsg-16,4.627,104013,21436,nanomsg,tcp
G,11,128,8192,nanomsg-16,4.682,104013,21185,nanomsg,tcp
G,3,128,8192,nanomsg-16,4.768,104013,20805,nanomsg,tcp
G,10,128,8192,nanomsg-16,4.957,110157,21193,nanomsg,tcp
G,10,256,8192,nanomsg-16,8.424,208845,23643,nanomsg,tcp
G,9,256,8192,nanomsg-16,8.675,208845,22958,nanomsg,tcp
G,2,256,8192,nanomsg-16,9.183,208845,21690,nanomsg,tcp
G,5,256,8192,nanomsg-16,8.990,208845,22155,nanomsg,tcp
G,1,256,8192,nanomsg-16,9.021,208845,22079,nanomsg,tcp
G,14,256,8192,nanomsg-16,9.392,208845,21207,nanomsg,tcp
G,5,256,8192,nanomsg-16,9.516,208845,20929,nanomsg,tcp
G,10,256,8192,nanomsg-16,9.516,208845,20930,nanomsg,tcp
G,11,256,8192,nanomsg-16,9.438,208845,21102,nanomsg,tcp
G,8,256,8192,nanomsg-16,9.370,223181,22716,nanomsg,tcp
G,11,512,8192,nanomsg-16,17.550,418509,22742,nanomsg,tcp
G,5,512,8192,nanomsg-16,17.987,418509,22190,nanomsg,tcp
G,1,512,8192,nanomsg-16,18.859,418509,21163,nanomsg,tcp
G,3,512,8192,nanomsg-16,18.586,418509,21474,nanomsg,tcp
G,9,512,8192,nanomsg-16,19.089,418509,20908,nanomsg,tcp
G,16,512,8192,nanomsg-16,19.512,418509,20455,nanomsg,tcp
G,13,512,8192,nanomsg-16,18.886,418509,21133,nanomsg,tcp
G,9,512,8192,nanomsg-16,18.926,418509,21089,nanomsg,tcp
G,11,512,8192,nanomsg-16,18.954,418509,21057,nanomsg,tcp
G,16,512,8192,nanomsg-16,19.083,451277,22553,nanomsg,tcp
G,9,1024,8192,nanomsg-16,34.846,837837,22930,nanomsg,tcp
G,8,1024,8192,nanomsg-16,35.760,837837,22344,nanomsg,tcp
G,10,1024,8192,nanomsg-16,38.714,837837,20639,nanomsg,tcp
G,3,1024,8192,nanomsg-16,37.886,837837,21090,nanomsg,tcp
G,8,1024,8192,nanomsg-16,38.121,837837,20960,nanomsg,tcp
G,13,1024,8192,nanomsg-16,37.660,837837,21217,nanomsg,tcp
G,7,1024,8192,nanomsg-16,38.404,837837,20806,nanomsg,tcp
G,3,1024,8192,nanomsg-16,36.941,837837,21630,nanomsg,tcp
G,1,1024,8192,nanomsg-16,37.782,837837,21148,nanomsg,tcp
G,6,1024,8192,nanomsg-16,37.956,911565,22904,nanomsg,tcp
G,5,2048,8192,nanomsg-16,69.475,1676493,23013,nanomsg,tcp
G,7,2048,8192,nanomsg-16,70.716,1676493,22609,nanomsg,tcp
G,8,2048,8192,nanomsg-16,71.958,1676493,22219,nanomsg,tcp
G,7,2048,8192,nanomsg-16,71.603,1676493,22329,nanomsg,tcp
G,15,2048,8192,nanomsg-16,74.802,1676493,21374,nanomsg,tcp
G,9,2048,8192,nanomsg-16,73.344,1676493,21799,nanomsg,tcp
G,7,2048,8192,nanomsg-16,72.648,1676493,22008,nanomsg,tcp
G,1,2048,8192,nanomsg-16,70.480,1676493,22685,nanomsg,tcp
G,14,2048,8192,nanomsg-16,72.424,1676493,22076,nanomsg,tcp
G,13,2048,8192,nanomsg-16,74.557,1840333,23540,nanomsg,tcp
G,9,4096,8192,nanomsg-16,133.035,3353805,24042,nanomsg,tcp
G,11,4096,8192,nanomsg-16,140.387,3353805,22783,nanomsg,tcp
G,13,4096,8192,nanomsg-16,142.743,3353805,22407,nanomsg,tcp
G,4,4096,8192,nanomsg-16,143.177,3353805,22339,nanomsg,tcp
G,9,4096,8192,nanomsg-16,143.711,3353805,22256,nanomsg,tcp
G,6,4096,8192,nanomsg-16,144.706,3353805,22103,nanomsg,tcp
G,2,4096,8192,nanomsg-16,144.327,3353805,22161,nanomsg,tcp
G,12,4096,8192,nanomsg-16,142.336,3353805,22471,nanomsg,tcp
G,11,4096,8192,nanomsg-16,140.362,3353805,22787,nanomsg,tcp
G,9,4096,8192,nanomsg-16,148.763,3714253,23811,nanomsg,tcp
G,7,8192,8192,nanomsg-16,263.549,6708429,24275,nanomsg,tcp
G,15,8192,8192,nanomsg-16,270.228,6708429,23675,nanomsg,tcp
G,13,8192,8192,nanomsg-16,272.833,6708429,23449,nanomsg,tcp
G,5,8192,8192,nanomsg-16,282.395,6708429,22655,nanomsg,tcp
G,14,8192,8192,nanomsg-16,275.820,6708429,23195,nanomsg,tcp
G,7,8192,8192,nanomsg-16,276.070,6708429,23174,nanomsg,tcp
G,6,8192,8192,nanomsg-16,279.118,6708429,22921,nanomsg,tcp
G,5,8192,8192,nanomsg-16,278.232,6708429,22994,nanomsg,tcp
G,15,8192,8192,nanomsg-16,282.171,6708429,22673,nanomsg,tcp
G,1,8192,8192,nanomsg-16,298.266,7494861,23964,nanomsg,tcp
G,10,16384,8192,nanomsg-16,509.926,13417677,25094,nanomsg,tcp
G,3,16384,8192,nanomsg-16,510.985,13417677,25042,nanomsg,tcp
G,6,16384,8192,nanomsg-16,501.886,13417677,25496,nanomsg,tcp
G,13,16384,8192,nanomsg-16,512.582,13417677,24964,nanomsg,tcp
G,1,16384,8192,nanomsg-16,500.062,13417677,25589,nanomsg,tcp
G,13,16384,8192,nanomsg-16,518.019,13417677,24702,nanomsg,tcp
G,7,16384,8192,nanomsg-16,508.649,13417677,25157,nanomsg,tcp
G,4,16384,8192,nanomsg-16,512.254,13417677,24980,nanomsg,tcp
G,4,16384,8192,nanomsg-16,539.396,13417677,23723,nanomsg,tcp
G,8,16384,8192,nanomsg-16,541.922,15121613,26611,nanomsg,tcp
G,4,32768,8192,nanomsg-16,869.504,26836173,29434,nanomsg,tcp
G,2,32768,8192,nanomsg-16,858.882,26836173,29798,nanomsg,tcp
G,2,32768,8192,nanomsg-16,866.208,26836173,29546,nanomsg,tcp
G,2,32768,8192,nanomsg-16,860.210,26836173,29752,nanomsg,tcp
G,12,32768,8192,nanomsg-16,826.673,26836173,30959,nanomsg,tcp
G,8,32768,8192,nanomsg-16,825.606,26836173,30999,nanomsg,tcp
G,1,32768,8192,nanomsg-16,857.386,26836173,29850,nanomsg,tcp
G,2,32768,8192,nanomsg-16,841.072,26836173,30429,nanomsg,tcp
G,6,32768,8192,nanomsg-16,810.622,26836173,31572,nanomsg,tcp
G,9,32768,8192,nanomsg-16,802.520,30506189,36252,nanomsg,tcp
E,16,65536,8192,nanomsg-16,1327.904,53673165,38547,nanomsg,tcp
E,9,65536,8192,nanomsg-16,1296.490,53673165,39481,nanomsg,tcp
E,15,65536,8192,nanomsg-16,1317.683,53673165,38846,nanomsg,tcp
E,2,65536,8192,nanomsg-16,1376.357,53673165,37190,nanomsg,tcp
E,12,65536,8192,nanomsg-16,1339.861,53673165,38203,nanomsg,tcp
E,16,65536,8192,nanomsg-16,1385.372,53673165,36948,nanomsg,tcp
E,3,65536,8192,nanomsg-16,1296.162,53673165,39491,nanomsg,tcp
E,6,65536,8192,nanomsg-16,1324.571,53673165,38644,nanomsg,tcp
G,1,4,8192,nanomsg-32,0.319,11233,33598,nanomsg,tcp
G,20,4,8192,nanomsg-32,0.341,11233,31448,nanomsg,tcp
G,7,4,8192,nanomsg-32,0.347,11238,30894,nanomsg,tcp
G,3,4,8192,nanomsg-32,0.354,11236,30266,nanomsg,tcp
G,20,4,8192,nanomsg-32,0.365,11234,29369,nanomsg,tcp
G,27,4,8192,nanomsg-32,0.357,11237,29991,nanomsg,tcp
G,21,4,8192,nanomsg-32,0.375,11234,28573,nanomsg,tcp
G,28,4,8192,nanomsg-32,0.366,11236,29261,nanomsg,tcp
G,9,4,8192,nanomsg-32,0.369,11238,29074,nanomsg,tcp
G,24,4,8192,nanomsg-32,0.362,11233,29601,nanomsg,tcp
G,13,8,8192,nanomsg-32,0.321,11235,33359,nanomsg,tcp
G,6,8,8192,nanomsg-32,0.342,11235,31339,nanomsg,tcp
G,3,8,8192,nanomsg-32,0.360,11237,29773,nanomsg,tcp
G,26,8,8192,nanomsg-32,0.355,11235,30210,nanomsg,tcp
G,28,8,8192,nanomsg-32,0.356,11236,30122,nanomsg,tcp
G,25,8,8192,nanomsg-32,0.358,11236,29918,nanomsg,tcp
G,6,8,8192,nanomsg-32,0.347,11236,30859,nanomsg,tcp
G,23,8,8192,nanomsg-32,0.356,11235,30106,nanomsg,tcp
G,10,8,8192,nanomsg-32,0.353,11235,30375,nanomsg,tcp
G,26,8,8192,nanomsg-32,0.352,11263,30499,nanomsg,tcp
G,7,16,8192,nanomsg-32,0.378,12285,31007,nanomsg,tcp
G,29,16,8192,nanomsg-32,0.362,12285,32340,nanomsg,tcp
G,11,16,8192,nanomsg-32,0.370,12285,31681,nanomsg,tcp
G,25,16,8192,nanomsg-32,0.381,12285,30779,nanomsg,tcp
G,31,16,8192,nanomsg-32,0.397,12285,29512,nanomsg,tcp
G,18,16,8192,nanomsg-32,0.382,12285,30664,nanomsg,tcp
G,4,16,8192,nanomsg-32,0.388,12285,30210,nanomsg,tcp
G,21,16,8192,nanomsg-32,0.407,12285,28778,nanomsg,tcp
G,3,16,8192,nanomsg-32,0.391,12285,29987,nanomsg,tcp
G,29,16,8192,nanomsg-32,0.382,12669,31667,nanomsg,tcp
G,6,32,8192,nanomsg-32,0.734,25389,32974,nanomsg,tcp
G,23,32,8192,nanomsg-32,0.764,25389,31708,nanomsg,tcp
G,2,32,8192,nanomsg-32,0.748,25389,32375,nanomsg,tcp
G,30,32,8192,nanomsg-32,0.774,25389,31293,nanomsg,tcp
G,4,32,8192,nanomsg-32,0.776,25389,31221,nanomsg,tcp
G,21,32,8192,nanomsg-32,0.806,25389,30049,nanomsg,tcp
G,17,32,8192,nanomsg-32,0.777,25389,31179,nanomsg,tcp
G,31,32,8192,nanomsg-32,0.748,25389,32355,nanomsg,tcp
G,28,32,8192,nanomsg-32,0.769,25389,31486,nanomsg,tcp
G,10,32,8192,nanomsg-32,0.788,26413,31958,nanomsg,tcp
G,17,64,8192,nanomsg-32,1.434,51597,34321,nanomsg,tcp
G,2,64,8192,nanomsg-32,1.538,51597,32001,nanomsg,tcp
G,30,64,8192,nanomsg-32,1.647,51597,29879,nanomsg,tcp
G,25,64,8192,nanomsg-32,1.731,51597,28420,nanomsg,tcp
G,6,64,8192,nanomsg-32,1.697,51597,28989,nanomsg,tcp
G,3,64,8192,nanomsg-32,1.822,51597,27001,nanomsg,tcp
G,13,64,8192,nanomsg-32,1.819,51597,27048,nanomsg,tcp
G,21,64,8192,nanomsg-32,1.893,51597,26000,nanomsg,tcp
G,31,64,8192,nanomsg-32,1.931,51597,25489,nanomsg,tcp
G,15,64,8192,nanomsg-32,2.013,54157,25658,nanomsg,tcp
G,26,128,8192,nanomsg-32,3.595,104013,27594,nanomsg,tcp
G,25,128,8192,nanomsg-32,4.013,104013,24721,nanomsg,tcp
G,15,128,8192,nanomsg-32,4.139,104013,23966,nanomsg,tcp
G,8,128,8192,nanomsg-32,4.257,104013,23303,nanomsg,tcp
G,13,128,8192,nanomsg-32,4.309,104013,23019,nanomsg,tcp
G,30,128,8192,nanomsg-32,4.457,104013,22254,nanomsg,tcp
G,22,128,8192,nanomsg-32,4.592,104013,21603,nanomsg,tcp
G,30,128,8192,nanomsg-32,4.432,104013,22382,nanomsg,tcp
G,16,128,8192,nanomsg-32,4.358,104013,22760,nanomsg,tcp
G,2,128,8192,nanomsg-32,4.572,110157,22979,nanomsg,tcp
G,2,256,8192,nanomsg-32,8.081,208845,24648,nanomsg,tcp
G,9,256,8192,nanomsg-32,8.131,208845,24496,nanomsg,tcp
G,27,256,8192,nanomsg-32,8.584,208845,23202,nanomsg,tcp
G,3,256,8192,nanomsg-32,8.666,208845,22982,nanomsg,tcp
G,18,256,8192,nanomsg-32,8.816,208845,22591,nanomsg,tcp
G,5,256,8192,nanomsg-32,8.760,208845,22737,nanomsg,tcp
G,1,256,8192,nanomsg-32,8.426,208845,23638,nanomsg,tcp
G,30,256,8192,nanomsg-32,8.697,208845,22901,nanomsg,tcp
G,5,256,8192,nanomsg-32,8.496,208845,23443,nanomsg,tcp
G,12,256,8192,nanomsg-32,3.713,223181,57320,nanomsg,tcp
G,1,512,8192,nanomsg-32,17.596,418509,22683,nanomsg,tcp
G,3,512,8192,nanomsg-32,17.785,418509,22442,nanomsg,tcp
G,31,512,8192,nanomsg-32,19.025,418509,20979,nanomsg,tcp
G,1,512,8192,nanomsg-32,19.334,418509,20644,nanomsg,tcp
G,3,512,8192,nanomsg-32,19.289,418509,20692,nanomsg,tcp
G,14,512,8192,nanomsg-32,19.166,418509,20824,nanomsg,tcp
G,17,512,8192,nanomsg-32,19.110,418509,20886,nanomsg,tcp
G,31,512,8192,nanomsg-32,19.216,418509,20770,nanomsg,tcp
G,23,512,8192,nanomsg-32,18.658,418509,21391,nanomsg,tcp
G,4,512,8192,nanomsg-32,19.425,451277,22156,nanomsg,tcp
G,6,1024,8192,nanomsg-32,35.207,837837,22695,nanomsg,tcp
G,28,1024,8192,nanomsg-32,36.025,837837,22180,nanomsg,tcp
G,17,1024,8192,nanomsg-32,38.169,837837,20934,nanomsg,tcp
G,14,1024,8192,nanomsg-32,38.114,837837,20964,nanomsg,tcp
G,25,1024,8192,nanomsg-32,38.378,837837,20820,nanomsg,tcp
G,21,1024,8192,nanomsg-32,38.865,837837,20559,nanomsg,tcp
G,3,1024,8192,nanomsg-32,37.722,837837,21182,nanomsg,tcp
G,10,1024,8192,nanomsg-32,39.425,837837,20267,nanomsg,tcp
G,6,1024,8192,nanomsg-32,37.668,837837,21212,nanomsg,tcp
G,29,1024,8192,nanomsg-32,39.499,911565,22009,nanomsg,tcp
G,17,2048,8192,nanomsg-32,70.707,1676493,22612,nanomsg,tcp
G,1,2048,8192,nanomsg-32,73.921,1676493,21629,nanomsg,tcp
G,25,2048,8192,nanomsg-32,74.444,1676493,21477,nanomsg,tcp
G,21,2048,8192,nanomsg-32,76.077,1676493,21016,nanomsg,tcp
G,16,2048,8192,nanomsg-32,76.233,1676493,20973,nanomsg,tcp
G,18,2048,8192,nanomsg-32,74.600,1676493,21432,nanomsg,tcp
G,27,2048,8192,nanomsg-32,76.044,1676493,21025,nanomsg,tcp
G,14,2048,8192,nanomsg-32,77.900,1676493,20524,nanomsg,tcp
G,30,2048,8192,nanomsg-32,78.420,1676493,20388,nanomsg,tcp
G,27,2048,8192,nanomsg-32,77.562,1840333,22628,nanomsg,tcp
G,19,4096,8192,nanomsg-32,132.539,3353805,24132,nanomsg,tcp
G,20,4096,8192,nanomsg-32,136.191,3353805,23485,nanomsg,tcp
G,6,4096,8192,nanomsg-32,148.323,3353805,21564,nanomsg,tcp
G,22,4096,8192,nanomsg-32,148.447,3353805,21546,nanomsg,tcp
G,30,4096,8192,nanomsg-32,148.247,3353805,21575,nanomsg,tcp
G,19,4096,8192,nanomsg-32,150.366,3353805,21271,nanomsg,tcp
G,4,4096,8192,nanomsg-32,154.536,3353805,20697,nanomsg,tcp
G,15,4096,8192,nanomsg-32,158.621,3353805,20164,nanomsg,tcp
G,3,4096,8192,nanomsg-32,147.898,3353805,21626,nanomsg,tcp
G,21,4096,8192,nanomsg-32,148.969,3714253,23778,nanomsg,tcp
G,23,8192,8192,nanomsg-32,261.331,6708429,24481,nanomsg,tcp
G,31,8192,8192,nanomsg-32,271.697,6708429,23547,nanomsg,tcp
G,12,8192,8192,nanomsg-32,285.012,6708429,22447,nanomsg,tcp
G,20,8192,8192,nanomsg-32,275.346,6708429,23235,nanomsg,tcp
G,29,8192,8192,nanomsg-32,282.719,6708429,22629,nanomsg,tcp
G,26,8192,8192,nanomsg-32,290.262,6708429,22041,nanomsg,tcp
G,24,8192,8192,nanomsg-32,301.961,6708429,21187,nanomsg,tcp
G,21,8192,8192,nanomsg-32,310.295,6708429,20618,nanomsg,tcp
G,13,8192,8192,nanomsg-32,291.837,6708429,21922,nanomsg,tcp
G,10,8192,8192,nanomsg-32,296.239,7494861,24128,nanomsg,tcp
G,16,16384,8192,nanomsg-32,534.261,13417677,23951,nanomsg,tcp
G,7,16384,8192,nanomsg-32,529.859,13417677,24150,nanomsg,tcp
G,28,16384,8192,nanomsg-32,540.695,13417677,23666,nanomsg,tcp
G,20,16384,8192,nanomsg-32,533.549,13417677,23983,nanomsg,tcp
G,18,16384,8192,nanomsg-32,528.895,13417677,24194,nanomsg,tcp
G,30,16384,8192,nanomsg-32,519.575,13417677,24628,nanomsg,tcp
G,14,16384,8192,nanomsg-32,534.239,13417677,23952,nanomsg,tcp
G,28,16384,8192,nanomsg-32,519.280,13417677,24642,nanomsg,tcp
G,22,16384,8192,nanomsg-32,535.872,13417677,23879,nanomsg,tcp
G,8,16384,8192,nanomsg-32,507.356,15121613,28424,nanomsg,tcp
G,20,32768,8192,nanomsg-32,914.525,26836173,27985,nanomsg,tcp
G,3,32768,8192,nanomsg-32,906.299,26836173,28239,nanomsg,tcp
G,16,32768,8192,nanomsg-32,821.736,26836173,31145,nanomsg,tcp
G,25,32768,8192,nanomsg-32,886.337,26836173,28875,nanomsg,tcp
G,14,32768,8192,nanomsg-32,856.410,26836173,29884,nanomsg,tcp
G,32,32768,8192,nanomsg-32,867.499,26836173,29502,nanomsg,tcp
G,10,32768,8192,nanomsg-32,934.664,26836173,27382,nanomsg,tcp
G,17,32768,8192,nanomsg-32,890.500,26836173,28740,nanomsg,tcp
G,24,32768,8192,nanomsg-32,895.830,26836173,28569,nanomsg,tcp
G,9,32768,8192,nanomsg-32,806.659,30506189,36066,nanomsg,tcp
E,25,65536,8192,nanomsg-32,1434.646,53673165,35679,nanomsg,tcp
E,20,65536,8192,nanomsg-32,1136.069,53673165,45056,nanomsg,tcp
E,19,65536,8192,nanomsg-32,1170.812,53673165,43719,nanomsg,tcp
E,24,65536,8192,nanomsg-32,1144.681,53673165,44717,nanomsg,tcp
E,26,65536,8192,nanomsg-32,1023.714,53673165,50001,nanomsg,tcp
E,9,65536,8192,nanomsg-32,1007.771,53673165,50792,nanomsg,tcp
E,25,65536,8192,nanomsg-32,1130.424,53673165,45281,nanomsg,tcp
E,3,65536,8192,nanomsg-32,1272.510,53673165,40225,nanomsg,tcp
G,1,4,8192,nanomsg-64,0.342,11350,31687,nanomsg,tcp
G,58,4,8192,nanomsg-64,0.321,11349,33731,nanomsg,tcp
G,47,4,8192,nanomsg-64,0.365,11349,29684,nanomsg,tcp
G,31,4,8192,nanomsg-64,0.343,11349,31592,nanomsg,tcp
G,19,4,8192,nanomsg-64,0.370,11350,29275,nanomsg,tcp
G,10,4,8192,nanomsg-64,0.343,11357,31557,nanomsg,tcp
G,55,4,8192,nanomsg-64,0.338,11349,32023,nanomsg,tcp
G,49,4,8192,nanomsg-64,0.369,11349,29362,nanomsg,tcp
G,44,4,8192,nanomsg-64,0.335,11349,32295,nanomsg,tcp
G,33,4,8192,nanomsg-64,0.332,11350,32612,nanomsg,tcp
G,17,8,8192,nanomsg-64,0.335,11351,32352,nanomsg,tcp
G,9,8,8192,nanomsg-64,0.343,11356,31555,nanomsg,tcp
G,51,8,8192,nanomsg-64,0.363,11349,29854,nanomsg,tcp
G,62,8,8192,nanomsg-64,0.355,11349,30477,nanomsg,tcp
G,36,8,8192,nanomsg-64,0.360,11349,30037,nanomsg,tcp
G,21,8,8192,nanomsg-64,0.336,11351,32229,nanomsg,tcp
G,57,8,8192,nanomsg-64,0.349,11354,31053,nanomsg,tcp
G,40,8,8192,nanomsg-64,0.370,11351,29255,nanomsg,tcp
G,49,8,8192,nanomsg-64,0.347,11349,31173,nanomsg,tcp
G,60,8,8192,nanomsg-64,0.352,11375,30799,nanomsg,tcp
G,24,16,8192,nanomsg-64,0.346,12284,33882,nanomsg,tcp
G,5,16,8192,nanomsg-64,0.361,12285,32450,nanomsg,tcp
G,54,16,8192,nanomsg-64,0.360,12285,32514,nanomsg,tcp
G,37,16,8192,nanomsg-64,0.379,12285,30880,nanomsg,tcp
G,25,16,8192,nanomsg-64,0.375,12285,31220,nanomsg,tcp
G,22,16,8192,nanomsg-64,0.390,12285,30067,nanomsg,tcp
G,15,16,8192,nanomsg-64,0.364,12285,32147,nanomsg,tcp
G,57,16,8192,nanomsg-64,0.395,12285,29692,nanomsg,tcp
G,32,16,8192,nanomsg-64,0.389,12285,30142,nanomsg,tcp
G,28,16,8192,nanomsg-64,0.400,12685,30254,nanomsg,tcp
G,16,32,8192,nanomsg-64,0.414,25373,58397,nanomsg,tcp
G,41,32,8192,nanomsg-64,0.784,25389,30879,nanomsg,tcp
G,22,32,8192,nanomsg-64,0.778,25389,31126,nanomsg,tcp
G,15,32,8192,nanomsg-64,0.786,25389,30822,nanomsg,tcp
G,51,32,8192,nanomsg-64,0.786,25389,30794,nanomsg,tcp
G,50,32,8192,nanomsg-64,0.799,25389,30296,nanomsg,tcp
G,57,32,8192,nanomsg-64,0.778,25389,31121,nanomsg,tcp
G,48,32,8192,nanomsg-64,0.789,25389,30704,nanomsg,tcp
G,5,32,8192,nanomsg-64,0.804,25389,30119,nanomsg,tcp
G,51,32,8192,nanomsg-64,0.759,26413,33202,nanomsg,tcp
G,16,64,8192,nanomsg-64,1.475,51597,33352,nanomsg,tcp
G,30,64,8192,nanomsg-64,1.484,51597,33157,nanomsg,tcp
G,33,64,8192,nanomsg-64,1.451,51597,33919,nanomsg,tcp
G,40,64,8192,nanomsg-64,1.473,51597,33400,nanomsg,tcp
G,9,64,8192,nanomsg-64,1.534,51597,32077,nanomsg,tcp
G,25,64,8192,nanomsg-64,1.589,51597,30965,nanomsg,tcp
G,61,64,8192,nanomsg-64,1.552,51597,31708,nanomsg,tcp
G,24,64,8192,nanomsg-64,1.656,51597,29706,nanomsg,tcp
G,45,64,8192,nanomsg-64,1.723,51597,28551,nanomsg,tcp
G,5,64,8192,nanomsg-64,1.659,54349,31236,nanomsg,tcp
G,14,128,8192,nanomsg-64,3.467,103821,28555,nanomsg,tcp
G,63,128,8192,nanomsg-64,3.327,104013,29816,nanomsg,tcp
G,58,128,8192,nanomsg-64,3.639,104013,27260,nanomsg,tcp
G,29,128,8192,nanomsg-64,3.988,104013,24876,nanomsg,tcp
G,27,128,8192,nanomsg-64,3.793,104013,26150,nanomsg,tcp
G,14,128,8192,nanomsg-64,3.836,104013,25857,nanomsg,tcp
G,15,128,8192,nanomsg-64,4.304,104013,23046,nanomsg,tcp
G,36,128,8192,nanomsg-64,4.284,104013,23156,nanomsg,tcp
G,11,128,8192,nanomsg-64,4.564,104013,21734,nanomsg,tcp
G,40,128,8192,nanomsg-64,4.329,110285,24293,nanomsg,tcp
G,42,256,8192,nanomsg-64,8.510,208717,23391,nanomsg,tcp
G,17,256,8192,nanomsg-64,8.270,208845,24084,nanomsg,tcp
G,61,256,8192,nanomsg-64,8.861,208845,22476,nanomsg,tcp
G,30,256,8192,nanomsg-64,8.529,208845,23352,nanomsg,tcp
G,11,256,8192,nanomsg-64,9.232,208845,21573,nanomsg,tcp
G,1,256,8192,nanomsg-64,9.129,208845,21818,nanomsg,tcp
G,43,256,8192,nanomsg-64,8.771,208845,22707,nanomsg,tcp
G,23,256,8192,nanomsg-64,9.085,208845,21923,nanomsg,tcp
G,13,256,8192,nanomsg-64,8.588,208845,23191,nanomsg,tcp
G,20,256,8192,nanomsg-64,4.855,223949,43991,nanomsg,tcp
G,41,256,8192,nanomsg-64,16.809,417997,23716,nanomsg,tcp
G,31,512,8192,nanomsg-64,19.201,418509,20786,nanomsg,tcp
G,63,512,8192,nanomsg-64,19.100,418509,20896,nanomsg,tcp
G,7,512,8192,nanomsg-64,19.040,418509,20962,nanomsg,tcp
G,26,512,8192,nanomsg-64,19.596,418509,20368,nanomsg,tcp
G,11,512,8192,nanomsg-64,19.877,418509,20080,nanomsg,tcp
G,42,512,8192,nanomsg-64,19.586,418509,20378,nanomsg,tcp
G,40,512,8192,nanomsg-64,19.126,418509,20868,nanomsg,tcp
G,15,512,8192,nanomsg-64,18.482,418509,21595,nanomsg,tcp
G,33,512,8192,nanomsg-64,18.640,451277,23088,nanomsg,tcp
G,20,1024,8192,nanomsg-64,34.031,837837,23479,nanomsg,tcp
G,45,1024,8192,nanomsg-64,35.468,837837,22528,nanomsg,tcp
G,6,1024,8192,nanomsg-64,40.938,837837,19518,nanomsg,tcp
G,38,1024,8192,nanomsg-64,40.277,837837,19838,nanomsg,tcp
G,62,1024,8192,nanomsg-64,41.009,837837,19484,nanomsg,tcp
G,29,1024,8192,nanomsg-64,41.144,837837,19420,nanomsg,tcp
G,48,1024,8192,nanomsg-64,39.285,837837,20339,nanomsg,tcp
G,21,1024,8192,nanomsg-64,40.469,837837,19744,nanomsg,tcp
G,40,1024,8192,nanomsg-64,39.822,837837,20065,nanomsg,tcp
