Tag,client_id,msg_size,repetitions,worker_count,Throughput_in_MiB/second,bytes_received,delta_us,lib,protocoll
G,44,64,8192,zmq-64,3.330,51597,14779,zmq,tcp
G,1,64,8192,zmq-64,3.591,51597,13702,zmq,tcp
G,29,64,8192,zmq-64,3.757,51597,13098,zmq,tcp
G,38,64,8192,zmq-64,3.915,51597,12568,zmq,tcp
G,43,64,8192,zmq-64,3.589,51597,13712,zmq,tcp
G,63,64,8192,zmq-64,3.683,51597,13362,zmq,tcp
G,14,64,8192,zmq-64,3.731,51597,13189,zmq,tcp
G,18,64,8192,zmq-64,3.626,51597,13569,zmq,tcp
G,32,64,8192,zmq-64,3.104,61261,18819,zmq,tcp
G,6,128,8192,zmq-64,4.804,96909,19237,zmq,tcp
G,20,128,8192,zmq-64,5.982,104013,16581,zmq,tcp
G,22,128,8192,zmq-64,5.514,104013,17989,zmq,tcp
G,4,128,8192,zmq-64,5.823,104013,17036,zmq,tcp
G,52,128,8192,zmq-64,5.124,104013,19360,zmq,tcp
G,63,128,8192,zmq-64,5.649,104013,17561,zmq,tcp
G,48,128,8192,zmq-64,5.675,104013,17480,zmq,tcp
G,17,128,8192,zmq-64,5.410,104013,18336,zmq,tcp
G,9,128,8192,zmq-64,5.704,104013,17390,zmq,tcp
G,33,128,8192,zmq-64,4.979,125389,24016,zmq,tcp
G,13,256,8192,zmq-64,8.068,193741,22901,zmq,tcp
G,6,256,8192,zmq-64,10.361,208717,19212,zmq,tcp
G,58,256,8192,zmq-64,10.868,208845,18326,zmq,tcp
G,59,256,8192,zmq-64,11.677,208845,17056,zmq,tcp
G,29,256,8192,zmq-64,10.334,208845,19274,zmq,tcp
G,3,256,8192,zmq-64,12.276,208845,16225,zmq,tcp
G,57,256,8192,zmq-64,11.917,208845,16713,zmq,tcp
G,30,256,8192,zmq-64,11.634,208845,17120,zmq,tcp
G,60,256,8192,zmq-64,12.107,208845,16451,zmq,tcp
G,56,256,8192,zmq-64,9.919,255693,24584,zmq,tcp
G,25,512,8192,zmq-64,15.879,385997,23182,zmq,tcp
G,22,512,8192,zmq-64,26.336,418509,15155,zmq,tcp
G,30,512,8192,zmq-64,25.259,418509,15801,zmq,tcp
G,36,512,8192,zmq-64,26.605,418509,15002,zmq,tcp
G,17,512,8192,zmq-64,27.936,418509,14287,zmq,tcp
G,39,512,8192,zmq-64,27.928,418509,14291,zmq,tcp
G,63,512,8192,zmq-64,27.811,418509,14351,zmq,tcp
G,64,512,8192,zmq-64,26.397,418509,15120,zmq,tcp
G,28,512,8192,zmq-64,26.814,419021,14903,zmq,tcp
G,26,512,8192,zmq-64,24.633,521933,20207,zmq,tcp
G,9,1024,8192,zmq-64,39.116,766669,18692,zmq,tcp
G,19,1024,8192,zmq-64,56.540,837837,14132,zmq,tcp
G,62,1024,8192,zmq-64,56.761,837837,14077,zmq,tcp
G,21,1024,8192,zmq-64,54.116,837837,14765,zmq,tcp
G,10,1024,8192,zmq-64,48.323,837837,16535,zmq,tcp
G,48,1024,8192,zmq-64,48.056,837837,16627,zmq,tcp
G,42,1024,8192,zmq-64,50.523,837837,15815,zmq,tcp
G,58,1024,8192,zmq-64,49.790,837837,16048,zmq,tcp
G,61,1024,8192,zmq-64,47.349,840909,16937,zmq,tcp
G,24,1024,8192,zmq-64,46.226,1073357,22144,zmq,tcp
G,60,1024,8192,zmq-64,63.552,1514701,22730,zmq,tcp
G,25,2048,8192,zmq-64,89.632,1674445,17816,zmq,tcp
G,57,2048,8192,zmq-64,93.096,1676493,17174,zmq,tcp
G,59,2048,8192,zmq-64,97.317,1676493,16429,zmq,tcp
G,9,2048,8192,zmq-64,98.408,1676493,16247,zmq,tcp
G,13,2048,8192,zmq-64,100.930,1676493,15841,zmq,tcp
G,6,2048,8192,zmq-64,98.962,1676493,16156,zmq,tcp
G,1,2048,8192,zmq-64,102.542,1676493,15592,zmq,tcp
G,32,2048,8192,zmq-64,94.060,1692877,17164,zmq,tcp
G,63,2048,8192,zmq-64,96.072,2192589,21765,zmq,tcp
G,15,4096,8192,zmq-64,126.582,2997453,22583,zmq,tcp
G,25,4096,8192,zmq-64,168.994,3341517,18857,zmq,tcp
G,25,4096,8192,zmq-64,179.627,3353805,17806,zmq,tcp
G,63,4096,8192,zmq-64,185.858,3353805,17209,zmq,tcp
G,59,4096,8192,zmq-64,186.923,3353805,17111,zmq,tcp
G,56,4096,8192,zmq-64,192.064,3353805,16653,zmq,tcp
G,22,4096,8192,zmq-64,194.104,3353805,16478,zmq,tcp
G,26,4096,8192,zmq-64,195.110,3353805,16393,zmq,tcp
G,50,4096,8192,zmq-64,176.745,3419341,18450,zmq,tcp
G,49,4096,8192,zmq-64,168.192,4435149,25148,zmq,tcp
G,2,4096,8192,zmq-64,196.762,5975245,28961,zmq,tcp
G,6,8192,8192,zmq-64,234.035,6659277,27136,zmq,tcp
G,44,8192,8192,zmq-64,236.696,6708429,27029,zmq,tcp
G,40,8192,8192,zmq-64,239.927,6708429,26665,zmq,tcp
G,22,8192,8192,zmq-64,240.758,6708429,26573,zmq,tcp
G,7,8192,8192,zmq-64,238.194,6708429,26859,zmq,tcp
G,10,8192,8192,zmq-64,239.442,6708429,26719,zmq,tcp
G,43,8192,8192,zmq-64,237.601,6708429,26926,zmq,tcp
G,37,8192,8192,zmq-64,233.198,6814925,27870,zmq,tcp
G,48,8192,8192,zmq-64,250.474,8977613,34182,zmq,tcp
G,39,8192,8192,zmq-64,364.513,11910349,31161,zmq,tcp
G,21,16384,8192,zmq-64,444.476,13343949,28631,zmq,tcp
G,26,16384,8192,zmq-64,425.685,13417677,30060,zmq,tcp
G,58,16384,8192,zmq-64,450.789,13417677,28386,zmq,tcp
G,27,16384,8192,zmq-64,450.155,13417677,28426,zmq,tcp
G,9,16384,8192,zmq-64,448.231,13417677,28548,zmq,tcp
G,39,16384,8192,zmq-64,437.997,13417677,29215,zmq,tcp
G,48,16384,8192,zmq-64,448.121,13417677,28555,zmq,tcp
G,5,16384,8192,zmq-64,430.492,13728973,30414,zmq,tcp
G,41,16384,8192,zmq-64,516.401,18037965,33312,zmq,tcp
G,63,32768,8192,zmq-64,654.477,23772365,34640,zmq,tcp
G,54,32768,8192,zmq-64,781.226,26672333,32560,zmq,tcp
G,27,32768,8192,zmq-64,784.892,26836173,32607,zmq,tcp
G,39,32768,8192,zmq-64,828.734,26836173,30882,zmq,tcp
G,30,32768,8192,zmq-64,862.064,26836173,29688,zmq,tcp
G,33,32768,8192,zmq-64,876.982,26836173,29183,zmq,tcp
G,38,32768,8192,zmq-64,855.723,26836173,29908,zmq,tcp
G,1,32768,8192,zmq-64,879.061,26836173,29114,zmq,tcp
G,28,32768,8192,zmq-64,819.949,27458765,31937,zmq,tcp
G,48,32768,8192,zmq-64,902.752,36142285,38181,zmq,tcp
G,55,32768,8192,zmq-64,1186.018,47709389,38363,zmq,tcp
E,2,65536,8192,zmq-64,1418.890,53411021,35899,zmq,tcp
E,41,65536,8192,zmq-64,1471.982,53673165,34774,zmq,tcp
E,27,65536,8192,zmq-64,1453.755,53673165,35210,zmq,tcp
E,33,65536,8192,zmq-64,1492.150,53673165,34304,zmq,tcp
E,44,65536,8192,zmq-64,1456.941,53673165,35133,zmq,tcp
E,9,65536,8192,zmq-64,1399.118,53673165,36585,zmq,tcp
E,53,65536,8192,zmq-64,1469.531,53673165,34832,zmq,tcp
E,19,65536,8192,zmq-64,1391.322,53673165,36790,zmq,tcp
G,95,4,8192,zmq-128,0.071,11554,154152,zmq,tcp
G,36,4,8192,zmq-128,0.577,11584,19131,zmq,tcp
G,83,4,8192,zmq-128,0.651,11597,16989,zmq,tcp
G,37,4,8192,zmq-128,0.644,11595,17165,zmq,tcp
G,55,4,8192,zmq-128,0.666,11601,16613,zmq,tcp
G,100,4,8192,zmq-128,0.555,11587,19923,zmq,tcp
G,52,4,8192,zmq-128,0.653,11588,16918,zmq,tcp
G,111,4,8192,zmq-128,0.669,11595,16518,zmq,tcp
G,120,4,8192,zmq-128,0.553,11594,20003,zmq,tcp
G,30,4,8192,zmq-128,0.344,11630,32281,zmq,tcp
G,118,8,8192,zmq-128,0.423,11563,26058,zmq,tcp
G,115,8,8192,zmq-128,0.447,11527,24597,zmq,tcp
G,53,8,8192,zmq-128,0.494,11584,22341,zmq,tcp
G,95,8,8192,zmq-128,0.622,11599,17796,zmq,tcp
G,62,8,8192,zmq-128,0.673,11593,16422,zmq,tcp
G,31,8,8192,zmq-128,0.558,11599,19834,zmq,tcp
G,97,8,8192,zmq-128,0.629,11587,17560,zmq,tcp
G,123,8,8192,zmq-128,0.576,11613,19235,zmq,tcp
G,124,8,8192,zmq-128,0.476,12045,24134,zmq,tcp
G,78,8,8192,zmq-128,0.463,12469,25692,zmq,tcp
G,20,16,8192,zmq-128,0.477,12801,25601,zmq,tcp
G,58,16,8192,zmq-128,0.539,13109,23191,zmq,tcp
G,46,16,8192,zmq-128,0.542,13433,23645,zmq,tcp
G,66,16,8192,zmq-128,0.619,13566,20911,zmq,tcp
G,50,16,8192,zmq-128,0.706,13601,18379,zmq,tcp
G,85,16,8192,zmq-128,0.658,13566,19667,zmq,tcp
G,118,16,8192,zmq-128,0.622,13545,20781,zmq,tcp
G,74,16,8192,zmq-128,0.551,14467,25032,zmq,tcp
G,29,16,8192,zmq-128,0.732,16222,21121,zmq,tcp
G,9,32,8192,zmq-128,0.732,18365,23916,zmq,tcp
G,30,32,8192,zmq-128,0.810,20903,24597,zmq,tcp
G,94,16,8192,zmq-128,0.864,22939,25315,zmq,tcp
G,81,16,8192,zmq-128,0.839,24670,28037,zmq,tcp
G,59,32,8192,zmq-128,1.184,25389,20456,zmq,tcp
G,103,32,8192,zmq-128,1.346,25389,17990,zmq,tcp
G,13,32,8192,zmq-128,1.423,25389,17012,zmq,tcp
G,90,32,8192,zmq-128,1.134,25389,21351,zmq,tcp
G,98,32,8192,zmq-128,1.049,27789,25264,zmq,tcp
G,127,64,8192,zmq-128,1.310,31373,22848,zmq,tcp
G,117,32,8192,zmq-128,1.282,36141,26885,zmq,tcp
G,48,32,8192,zmq-128,1.481,41101,26475,zmq,tcp
G,34,64,8192,zmq-128,1.750,45581,24836,zmq,tcp
G,114,32,8192,zmq-128,1.983,50029,24059,zmq,tcp
G,10,64,8192,zmq-128,2.361,51597,20839,zmq,tcp
G,88,64,8192,zmq-128,2.324,51597,21174,zmq,tcp
G,6,64,8192,zmq-128,2.453,51597,20057,zmq,tcp
G,31,64,8192,zmq-128,2.113,51789,23374,zmq,tcp
G,82,64,8192,zmq-128,2.306,56717,23460,zmq,tcp
G,36,64,8192,zmq-128,2.295,64973,26994,zmq,tcp
G,44,64,8192,zmq-128,3.675,74573,19352,zmq,tcp
G,19,128,8192,zmq-128,4.508,83021,17565,zmq,tcp
G,101,128,8192,zmq-128,4.910,90829,17642,zmq,tcp
G,64,128,8192,zmq-128,5.221,99085,18099,zmq,tcp
G,65,128,8192,zmq-128,4.830,104013,20537,zmq,tcp
G,2,128,8192,zmq-128,4.797,104013,20677,zmq,tcp
G,10,128,8192,zmq-128,4.384,104013,22627,zmq,tcp
G,59,128,8192,zmq-128,4.814,104653,20732,zmq,tcp
G,56,128,8192,zmq-128,4.647,116173,23841,zmq,tcp
G,99,256,8192,zmq-128,5.143,130765,24249,zmq,tcp
G,119,128,8192,zmq-128,5.807,150093,24650,zmq,tcp
G,26,128,8192,zmq-128,6.644,167117,23989,zmq,tcp
G,121,256,8192,zmq-128,7.072,182221,24574,zmq,tcp
G,111,128,8192,zmq-128,7.425,197837,25412,zmq,tcp
G,82,256,8192,zmq-128,8.859,208845,22482,zmq,tcp
G,112,256,8192,zmq-128,10.802,208845,18439,zmq,tcp
G,103,256,8192,zmq-128,10.649,208845,18704,zmq,tcp
G,81,256,8192,zmq-128,9.439,211661,21386,zmq,tcp
G,51,256,8192,zmq-128,8.704,235469,25801,zmq,tcp
G,94,256,8192,zmq-128,9.339,264653,27027,zmq,tcp
G,64,256,8192,zmq-128,10.406,301517,27634,zmq,tcp
G,103,256,8192,zmq-128,12.533,335565,25535,zmq,tcp
G,94,256,8192,zmq-128,15.183,363725,22846,zmq,tcp
G,127,512,8192,zmq-128,16.064,393677,23371,zmq,tcp
G,41,512,8192,zmq-128,18.223,417997,21875,zmq,tcp
G,29,512,8192,zmq-128,20.063,418509,19893,zmq,tcp
G,61,512,8192,zmq-128,21.067,418509,18945,zmq,tcp
G,111,512,8192,zmq-128,18.683,427213,21807,zmq,tcp
G,70,512,8192,zmq-128,19.627,475341,23097,zmq,tcp
G,65,512,8192,zmq-128,20.954,528589,24057,zmq,tcp
G,117,512,8192,zmq-128,23.882,607949,24277,zmq,tcp
G,38,512,8192,zmq-128,27.689,673485,23196,zmq,tcp
G,81,512,8192,zmq-128,29.408,723149,23451,zmq,tcp
G,126,1024,8192,zmq-128,33.476,786637,22410,zmq,tcp
G,19,1024,8192,zmq-128,41.850,836813,19069,zmq,tcp
G,32,1024,8192,zmq-128,43.956,837837,18178,zmq,tcp
G,93,1024,8192,zmq-128,48.390,837837,16512,zmq,tcp
G,74,1024,8192,zmq-128,45.036,856269,18132,zmq,tcp
G,98,1024,8192,zmq-128,47.446,949453,19084,zmq,tcp
G,75,1024,8192,zmq-128,47.223,1078477,21780,zmq,tcp
G,62,1024,8192,zmq-128,52.842,1214669,21922,zmq,tcp
G,12,2048,8192,zmq-128,60.359,1346765,21279,zmq,tcp
G,5,2048,8192,zmq-128,65.360,1447117,21115,zmq,tcp
G,26,2048,8192,zmq-128,71.259,1568973,20998,zmq,tcp
G,16,2048,8192,zmq-128,84.943,1669325,18742,zmq,tcp
G,72,2048,8192,zmq-128,94.965,1676493,16836,zmq,tcp
G,107,2048,8192,zmq-128,97.764,1676493,16354,zmq,tcp
G,33,2048,8192,zmq-128,87.603,1733837,18875,zmq,tcp
G,53,2048,8192,zmq-128,93.143,1891533,19367,zmq,tcp
G,115,4096,8192,zmq-128,101.348,2161869,20343,zmq,tcp
G,8,4096,8192,zmq-128,114.203,2440397,20379,zmq,tcp
G,27,4096,8192,zmq-128,126.488,2692301,20299,zmq,tcp
G,31,4096,8192,zmq-128,135.389,2897101,20407,zmq,tcp
G,88,2048,8192,zmq-128,143.880,3136717,20791,zmq,tcp
G,29,4096,8192,zmq-128,166.693,3329229,19047,zmq,tcp
G,125,4096,8192,zmq-128,181.802,3353805,17593,zmq,tcp
G,86,4096,8192,zmq-128,188.265,3353805,16989,zmq,tcp
G,81,4096,8192,zmq-128,168.226,3488973,19779,zmq,tcp
G,64,4096,8192,zmq-128,168.627,3812557,21562,zmq,tcp
G,24,4096,8192,zmq-128,176.875,4320461,23295,zmq,tcp
G,17,8192,8192,zmq-128,187.587,4873421,24776,zmq,tcp
G,120,4096,8192,zmq-128,195.661,5401805,26329,zmq,tcp
G,93,4096,8192,zmq-128,204.070,5803213,27120,zmq,tcp
G,95,8192,8192,zmq-128,213.940,6266061,27932,zmq,tcp
G,48,8192,8192,zmq-128,267.923,6646989,23660,zmq,tcp
G,39,8192,8192,zmq-128,297.870,6708429,21478,zmq,tcp
G,12,8192,8192,zmq-128,300.529,6708429,21288,zmq,tcp
G,115,8192,8192,zmq-128,300.255,6962381,22114,zmq,tcp
G,117,8192,8192,zmq-128,293.984,7593165,24632,zmq,tcp
G,120,8192,8192,zmq-128,332.409,8641741,24793,zmq,tcp
G,116,16384,8192,zmq-128,326.589,9764045,28512,zmq,tcp
G,112,16384,8192,zmq-128,380.340,10845389,27194,zmq,tcp
G,116,16384,8192,zmq-128,391.744,11615437,28277,zmq,tcp
G,24,16384,8192,zmq-128,416.723,12557517,28738,zmq,tcp
G,91,16384,8192,zmq-128,444.182,13302989,28562,zmq,tcp
G,24,16384,8192,zmq-128,446.931,13417677,28631,zmq,tcp
G,42,16384,8192,zmq-128,456.971,13417677,28002,zmq,tcp
G,13,16384,8192,zmq-128,426.188,14023885,31381,zmq,tcp
G,45,16384,8192,zmq-128,466.236,15252685,31199,zmq,tcp
G,30,16384,8192,zmq-128,529.951,17251533,31045,zmq,tcp
G,109,16384,8192,zmq-128,547.062,19643597,34244,zmq,tcp
G,119,16384,8192,zmq-128,624.485,21675213,33101,zmq,tcp
G,70,32768,8192,zmq-128,626.706,23297229,35452,zmq,tcp
G,97,16384,8192,zmq-128,670.988,25050317,35604,zmq,tcp
G,41,32768,8192,zmq-128,749.640,26557645,33786,zmq,tcp
G,76,32768,8192,zmq-128,769.574,26836173,33256,zmq,tcp
G,18,32768,8192,zmq-128,782.875,26836173,32691,zmq,tcp
G,92,32768,8192,zmq-128,746.841,28146893,35942,zmq,tcp
G,97,32768,8192,zmq-128,786.987,30342349,36769,zmq,tcp
G,45,32768,8192,zmq-128,831.256,34766029,39886,zmq,tcp
E,46,65536,8192,zmq-128,894.641,39025869,41601,zmq,tcp
E,127,65536,8192,zmq-128,1005.169,43580621,41348,zmq,tcp
E,7,65536,8192,zmq-128,1047.356,46496973,42338,zmq,tcp
E,18,65536,8192,zmq-128,1113.640,50232525,43017,zmq,tcp
E,1,65536,8192,zmq-128,1200.622,53083341,42165,zmq,tcp
E,71,65536,8192,zmq-128,1239.238,53673165,41305,zmq,tcp
E,36,65536,8192,zmq-128,1262.778,53673165,40535,zmq,tcp
E,73,65536,8192,zmq-128,1228.088,53673165,41680,zmq,tcp
G,1,4,8192,nanomsg-1,0.094,10647,107961,nanomsg,tcp
G,1,4,8192,nanomsg-1,0.090,10647,112954,nanomsg,tcp
G,1,4,8192,nanomsg-1,0.096,10647,105596,nanomsg,tcp
G,1,4,8192,nanomsg-1,0.098,10647,104106,nanomsg,tcp
G,1,4,8192,nanomsg-1,0.097,10647,104878,nanomsg,tcp
G,1,4,8192,nanomsg-1,0.098,10647,104062,nanomsg,tcp
G,1,4,8192,nanomsg-1,0.096,10647,105245,nanomsg,tcp
G,1,4,8192,nanomsg-1,0.096,10647,105543,nanomsg,tcp
G,1,4,8192,nanomsg-1,0.095,10647,107075,nanomsg,tcp
G,1,4,8192,nanomsg-1,0.092,10647,109788,nanomsg,tcp
G,1,8,8192,nanomsg-1,0.093,10647,109707,nanomsg,tcp
G,1,8,8192,nanomsg-1,0.092,10647,110338,nanomsg,tcp
G,1,8,8192,nanomsg-1,0.092,10647,110213,nanomsg,tcp
G,1,8,8192,nanomsg-1,0.092,10647,110201,nanomsg,tcp
G,1,8,8192,nanomsg-1,0.091,10647,111118,nanomsg,tcp
G,1,8,8192,nanomsg-1,0.092,10647,109785,nanomsg,tcp
G,1,8,8192,nanomsg-1,0.091,10647,111267,nanomsg,tcp
G,1,8,8192,nanomsg-1,0.088,10647,115694,nanomsg,tcp
G,1,8,8192,nanomsg-1,0.084,10647,120597,nanomsg,tcp
G,1,8,8192,nanomsg-1,0.094,10679,108360,nanomsg,tcp
G,1,16,8192,nanomsg-1,0.121,12285,96691,nanomsg,tcp
G,1,16,8192,nanomsg-1,0.129,12285,90964,nanomsg,tcp
G,1,16,8192,nanomsg-1,0.141,12285,83178,nanomsg,tcp
G,1,16,8192,nanomsg-1,0.148,12285,79073,nanomsg,tcp
G,1,16,8192,nanomsg-1,0.148,12285,78982,nanomsg,tcp
G,1,16,8192,nanomsg-1,0.148,12285,79378,nanomsg,tcp
G,1,16,8192,nanomsg-1,0.149,12285,78774,nanomsg,tcp
G,1,16,8192,nanomsg-1,0.150,12285,78004,nanomsg,tcp
G,1,16,8192,nanomsg-1,0.151,12285,77373,nanomsg,tcp
G,1,16,8192,nanomsg-1,0.156,12669,77571,nanomsg,tcp
G,1,32,8192,nanomsg-1,0.320,25389,75717,nanomsg,tcp
G,1,32,8192,nanomsg-1,0.316,25389,76744,nanomsg,tcp
G,1,32,8192,nanomsg-1,0.315,25389,76820,nanomsg,tcp
G,1,32,8192,nanomsg-1,0.306,25389,79236,nanomsg,tcp
G,1,32,8192,nanomsg-1,0.296,25389,81935,nanomsg,tcp
G,1,32,8192,nanomsg-1,0.297,25389,81417,nanomsg,tcp
G,1,32,8192,nanomsg-1,0.298,25389,81172,nanomsg,tcp
G,1,32,8192,nanomsg-1,0.299,25389,80952,nanomsg,tcp
G,1,32,8192,nanomsg-1,0.307,25389,78982,nanomsg,tcp
G,1,32,8192,nanomsg-1,0.316,26413,79734,nanomsg,tcp
G,1,64,8192,nanomsg-1,0.647,51597,76058,nanomsg,tcp
G,1,64,8192,nanomsg-1,0.658,51597,74837,nanomsg,tcp
G,1,64,8192,nanomsg-1,0.657,51597,74854,nanomsg,tcp
G,1,64,8192,nanomsg-1,0.627,51597,78443,nanomsg,tcp
G,1,64,8192,nanomsg-1,0.635,51597,77487,nanomsg,tcp
G,1,64,8192,nanomsg-1,0.634,51597,77601,nanomsg,tcp
G,1,64,8192,nanomsg-1,0.623,51597,78966,nanomsg,tcp
G,1,64,8192,nanomsg-1,0.646,51597,76138,nanomsg,tcp
G,1,64,8192,nanomsg-1,0.643,51597,76494,nanomsg,tcp
G,1,64,8192,nanomsg-1,0.664,54157,77746,nanomsg,tcp
G,1,128,8192,nanomsg-1,1.298,104013,76400,nanomsg,tcp
G,1,128,8192,nanomsg-1,1.307,104013,75899,nanomsg,tcp
G,1,128,8192,nanomsg-1,1.312,104013,75591,nanomsg,tcp
G,1,128,8192,nanomsg-1,1.287,104013,77085,nanomsg,tcp
G,1,128,8192,nanomsg-1,1.315,104013,75422,nanomsg,tcp
G,1,128,8192,nanomsg-1,1.328,104013,74705,nanomsg,tcp
G,1,128,8192,nanomsg-1,1.302,104013,76191,nanomsg,tcp
G,1,128,8192,nanomsg-1,1.287,104013,77085,nanomsg,tcp
G,1,128,8192,nanomsg-1,1.298,104013,76448,nanomsg,tcp
G,1,128,8192,nanomsg-1,1.330,110157,79007,nanomsg,tcp
G,1,256,8192,nanomsg-1,2.546,208845,78227,nanomsg,tcp
G,1,256,8192,nanomsg-1,2.474,208845,80490,nanomsg,tcp
G,1,256,8192,nanomsg-1,2.462,208845,80897,nanomsg,tcp
G,1,256,8192,nanomsg-1,2.462,208845,80894,nanomsg,tcp
G,1,256,8192,nanomsg-1,2.465,208845,80800,nanomsg,tcp
G,1,256,8192,nanomsg-1,2.500,208845,79678,nanomsg,tcp
G,1,256,8192,nanomsg-1,2.730,208845,72965,nanomsg,tcp
G,1,256,8192,nanomsg-1,2.893,208845,68835,nanomsg,tcp
G,1,256,8192,nanomsg-1,2.895,208845,68797,nanomsg,tcp
G,1,256,8192,nanomsg-1,3.226,223181,65978,nanomsg,tcp
G,1,512,8192,nanomsg-1,6.079,418509,65653,nanomsg,tcp
G,1,512,8192,nanomsg-1,5.749,418509,69422,nanomsg,tcp
G,1,512,8192,nanomsg-1,5.837,418509,68382,nanomsg,tcp
G,1,512,8192,nanomsg-1,5.895,418509,67707,nanomsg,tcp
G,1,512,8192,nanomsg-1,5.982,418509,66721,nanomsg,tcp
G,1,512,8192,nanomsg-1,5.840,418509,68345,nanomsg,tcp
G,1,512,8192,nanomsg-1,5.913,418509,67498,nanomsg,tcp
G,1,512,8192,nanomsg-1,5.969,418509,66865,nanomsg,tcp
G,1,512,8192,nanomsg-1,6.045,418509,66023,nanomsg,tcp
G,1,512,8192,nanomsg-1,6.374,451277,67519,nanomsg,tcp
G,1,1024,8192,nanomsg-1,12.432,837837,64271,nanomsg,tcp
G,1,1024,8192,nanomsg-1,11.569,837837,69066,nanomsg,tcp
G,1,1024,8192,nanomsg-1,11.756,837837,67968,nanomsg,tcp
G,1,1024,8192,nanomsg-1,11.201,837837,71334,nanomsg,tcp
G,1,1024,8192,nanomsg-1,11.191,837837,71398,nanomsg,tcp
G,1,1024,8192,nanomsg-1,11.225,837837,71181,nanomsg,tcp
G,1,1024,8192,nanomsg-1,11.220,837837,71215,nanomsg,tcp
G,1,1024,8192,nanomsg-1,10.853,837837,73623,nanomsg,tcp
G,1,1024,8192,nanomsg-1,10.942,837837,73024,nanomsg,tcp
G,1,1024,8192,nanomsg-1,11.531,911565,75389,nanomsg,tcp
G,1,2048,8192,nanomsg-1,22.160,1676493,72150,nanomsg,tcp
G,1,2048,8192,nanomsg-1,21.130,1676493,75666,nanomsg,tcp
G,1,2048,8192,nanomsg-1,20.972,1676493,76237,nanomsg,tcp
G,1,2048,8192,nanomsg-1,20.628,1676493,77508,nanomsg,tcp
G,1,2048,8192,nanomsg-1,20.962,1676493,76273,nanomsg,tcp
G,1,2048,8192,nanomsg-1,20.687,1676493,77285,nanomsg,tcp
G,1,2048,8192,nanomsg-1,20.478,1676493,78077,nanomsg,tcp
G,1,2048,8192,nanomsg-1,20.737,1676493,77102,nanomsg,tcp
G,1,2048,8192,nanomsg-1,21.300,1676493,75061,nanomsg,tcp
G,1,2048,8192,nanomsg-1,23.037,1840333,76185,nanomsg,tcp
G,1,4096,8192,nanomsg-1,43.006,3353805,74372,nanomsg,tcp
G,1,4096,8192,nanomsg-1,42.209,3353805,75777,nanomsg,tcp
G,1,4096,8192,nanomsg-1,42.765,3353805,74791,nanomsg,tcp
G,1,4096,8192,nanomsg-1,40.924,3353805,78155,nanomsg,tcp
G,1,4096,8192,nanomsg-1,40.207,3353805,79550,nanomsg,tcp
G,1,4096,8192,nanomsg-1,40.675,3353805,78634,nanomsg,tcp
G,1,4096,8192,nanomsg-1,40.557,3353805,78863,nanomsg,tcp
G,1,4096,8192,nanomsg-1,40.223,3353805,79518,nanomsg,tcp
G,1,4096,8192,nanomsg-1,40.432,3353805,79107,nanomsg,tcp
G,1,4096,8192,nanomsg-1,42.781,3714253,82798,nanomsg,tcp
G,1,8192,8192,nanomsg-1,77.996,6708429,82025,nanomsg,tcp
G,1,8192,8192,nanomsg-1,80.062,6708429,79909,nanomsg,tcp
G,1,8192,8192,nanomsg-1,75.926,6708429,84262,nanomsg,tcp
G,1,8192,8192,nanomsg-1,77.980,6708429,82042,nanomsg,tcp
G,1,8192,8192,nanomsg-1,76.548,6708429,83577,nanomsg,tcp
G,1,8192,8192,nanomsg-1,76.162,6708429,84001,nanomsg,tcp
G,1,8192,8192,nanomsg-1,75.047,6708429,85249,nanomsg,tcp
G,1,8192,8192,nanomsg-1,75.137,6708429,85147,nanomsg,tcp
G,1,8192,8192,nanomsg-1,75.131,6708429,85153,nanomsg,tcp
G,1,8192,8192,nanomsg-1,82.356,7494861,86790,nanomsg,tcp
G,1,16384,8192,nanomsg-1,153.355,13417677,83441,nanomsg,tcp
G,1,16384,8192,nanomsg-1,149.909,13417677,85359,nanomsg,tcp
G,1,16384,8192,nanomsg-1,150.849,13417677,84827,nanomsg,tcp
G,1,16384,8192,nanomsg-1,151.202,13417677,84629,nanomsg,tcp
G,1,16384,8192,nanomsg-1,151.310,13417677,84569,nanomsg,tcp
G,1,16384,8192,nanomsg-1,150.881,13417677,84809,nanomsg,tcp
G,1,16384,8192,nanomsg-1,154.181,13417677,82994,nanomsg,tcp
G,1,16384,8192,nanomsg-1,155.744,13417677,82161,nanomsg,tcp
G,1,16384,8192,nanomsg-1,156.959,13417677,81525,nanomsg,tcp
G,1,16384,8192,nanomsg-1,171.614,15121613,84032,nanomsg,tcp
G,1,32768,8192,nanomsg-1,287.023,26836173,89167,nanomsg,tcp
G,1,32768,8192,nanomsg-1,299.627,26836173,85416,nanomsg,tcp
G,1,32768,8192,nanomsg-1,298.182,26836173,85830,nanomsg,tcp
G,1,32768,8192,nanomsg-1,310.041,26836173,82547,nanomsg,tcp
G,1,32768,8192,nanomsg-1,312.437,26836173,81914,nanomsg,tcp
G,1,32768,8192,nanomsg-1,315.103,26836173,81221,nanomsg,tcp
G,1,32768,8192,nanomsg-1,321.149,26836173,79692,nanomsg,tcp
G,1,32768,8192,nanomsg-1,285.901,26836173,89517,nanomsg,tcp
G,1,32768,8192,nanomsg-1,290.743,26836173,88026,nanomsg,tcp
